playlist_id,playlist_title,playlist_desc,published_at,channel_id,channel_title,item_count,thumb_default,thumb_medium,thumb_high
PLs0vU1OF8rpoVRDNU1PAaG7Y1QevGDDMA,ミュージックビデオ,,2023-12-28 10:55:13.295457+00:00,UCp74ruKv2sUiI2HqEhH8pRw,tuki.(16),18,https://i.ytimg.com/vi/0-MocwNWSPU/default.jpg,https://i.ytimg.com/vi/0-MocwNWSPU/mqdefault.jpg,https://i.ytimg.com/vi/0-MocwNWSPU/hqdefault.jpg
