channel_id,title,description,customUrl,publishedAt,country,thumbnail_high,uploads_playlist,subscriberCount,viewCount,videoCount
UCp74ruKv2sUiI2HqEhH8pRw,tuki.(16),高校二年生 16歳 弾き語り 誰かの心に響きますように。,@tuki.music_official,2023-07-18T07:32:30.72368Z,JP,https://yt3.ggpht.com/56pJ8Rhb9L2wXD6sXgkOkFFSp29OfgvVK3GjkpuqSKv0e0bHi5p-p4S6hZbMhyaECRubkdfO0A=s800-c-k-c0x00ffffff-no-rj,UUp74ruKv2sUiI2HqEhH8pRw,1100000,552984374,330
